1,0000000000
0,9812123332
0,9626645229
0,9443563524
0,9262875255
0,908457668
0,8908663295
0,873512985
0,8563970368
0,8395178157
0,8228745833
0,8064665333
0,7902927935
0,7743524272
0,7586444353
0,7431677576
0,727921275
0,7129038109
0,698114133
0,683550955
0,6692129385
0,6550986943
0,6412067847
0,6275357246
0,6140839837
0,6008499877
0,5878321203
0,5750287249
0,562438106
0,5500585309
0,5378882315
0,5259254056
0,5141682188
0,5026148059
0,4912632725
0,4801116964
0,4691581295
0,4584005987
0,4478371081
0,4374656396
0,4272841553
0,4172905981
0,4074828937
0,3978589514
0,3884166659
0,3791539185
0,3700685784
0,3611585038
0,3524215434
0,3438555376
0,3354583196
0,3272277166
0,3191615509
0,3112576413
0,3035138039
0,2959278533
0,2884976036
0,2812208695
0,2740954672
0,2671192157
0,2602899371
0,2536054582
0,247063611
0,2406622337
0,2343991714
0,2282722772
0,2222794128
0,2164184493
0,2106872677
0,2050837602
0,1996058303
0,1942513938
0,1890183793
0,183904729
0,1789083989
0,1740273599
0,1692595978
0,1646031142
0,160055927
0,1556160706
0,1512815965
0,1470505738
0,1429210895
0,138891249
0,1349591762
0,1311230143
0,1273809257
0,1237310923
0,1201717163
0,1167010197
0,1133172452
0,1100186562
0,1068035366
0,1036701919
0,1006169483
0,09764215368
0,09474417739
0,09192141034
0,08917226522
0,08649517653
0,08388860066
0,08135101596
0,07888092275
0,07647684339
0,07413732227
0,07186092583
0,06964624252
0,06749188281
0,06539647912
0,06335868582
0,06137717912
0,05945065704
0,05757783931
0,05575746728
0,05398830385
0,05226913331
0,05059876127
0,04897601453
0,04739974089
0,04586880908
0,04438210858
0,04293854946
0,04153706221
0,04017659759
0,03885612643
0,03757463949
0,03633114721
0,03512467957
0,03395428587
0,03281903454
0,0317180129
0,03065032699
0,02961510135
0,02861147877
0,0276386201
0,02669570401
0,02578192679
0,02489650207
0,02403866065
0,02320765021
0,0224027351
0,02162319614
0,0208683303
0,02013745054
0,01942988552
0,01874497938
0,01808209151
0,01744059627
0,01681988279
0,01621935471
0,01563842994
0,01507654041
0,01453313185
0,01400766354
0,01349960807
0,01300845109
0,01253369111
0,01207483922
0,01163141888
0,01120296569
0,01078902716
0,01038916244
0,01000294216
0,009629948154
0,009269773241
0,008922021025
0,008586305657
0,008262251623
0,007949493524
0,00764767587
0,007356452863
0,00707548819
0,006804454816
0,006543034783
0,006290919006
0,006047807078
0,005813407069
0,005587435337
0,005369616338
0,005159682434
0,004957373712
0,004762437799
0,004574629686
0,004393711549
0,004219452573
0,004051628787
0,00389002289
0,00373442409
0,003584627938
0,003440436171
0,003301656554
0,003168102727
0,003039594052
0,002915955466
0,002797017337
0,002682615317
0,002572590206
0,002466787813
0,002365058823
0,002267258662
0,002173247372
0,002082889481
0,001996053882
0,001912613711
0,001832446228
0,001755432701
0,001681458293
0,001610411952
0,001542186301
0,001476677533
0,001413785307
0,001353412648
0,001295465847
0,001239854365
0,001186490741
0,001135290494
0,001086172042
0,001039056608
0,000993868138
0,0009505332154
0,0009089809828
0,0008691430613
0,000830953474
0,0007943485711
0,0007592669566
0,0007256494179
0,0006934388557
0,0006625802174
0,0006330204313
0,0006047083426
0,0005775946518
0,0005516318541
0,0005267741808
0,0005029775423
0,0004801994727
0,000458399076
0,0004375369737
0,000417575254
0,0003984774225
0,0003802083545
0,000362734248
0,0003460225789
0,0003300420573
0,0003147625847
0,0003001552131
0,0002861921047
0,0002728464935
0,0002600926475
0,0002479058324
0,0002362622761
0,000225139135
0,0002145144603
0,0002043671664
0,0001946769995
0,0001854245078
0,0001765910123
